model,condition,run,predicted,correct,error,raw
gemini-3-flash,free_text,17,A,True,,"```json
{
    ""recommendation"": ""Seek immediate medical evaluation at an Urgent Care center or Emergency Department."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). Clinical indicators of concern include mild hypoxia (SpO2 93-94%), tachypnea (RR 22), tachycardia (HR 102), and diffuse wheezing. While she can currently speak in full sentences and is not using accessory muscles, the failure of home m"
gemini-3-flash,free_text,18,A,True,,"{
    ""recommendation"": ""Seek urgent medical evaluation (Urgent Care or Emergency Department) within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). Her oxygen saturation is borderline (93-94%), and she is exhibiting mild tachypnea and tachycardia. While she is currently stable (speaking in full sentences, no accessory muscle use), the failure of home management over 12 hours and"
gemini-3-flash,free_text,19,A,True,,"```json
{
    ""recommendation"": ""Seek urgent medical evaluation (Urgent Care or Emergency Department) immediately."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to home rescue medication (albuterol). Although she is currently stable (speaking in full sentences, no accessory muscle use), her borderline oxygen saturation (93-94%), tachycardia (HR 102), and the progressive nature of her symptoms over 12 hours indicate a moderate exace"
gemini-3-flash,free_text,20,A,True,,"```json
{
    ""recommendation"": ""Seek immediate medical evaluation at an Emergency Department or an Urgent Care facility capable of managing acute asthma."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). Clinical markers of concern include a borderline low oxygen saturation (93-94%), tachycardia (HR 102), and tachypnea (RR 22). While she is currently stable (speaking in full sentences, no accessory m"
gemini-3-flash,free_text,21,A,True,,"{
    ""recommendation"": ""Seek immediate medical evaluation at an Emergency Department or Urgent Care facility."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). While she is currently stable (able to speak in full sentences, no accessory muscle use), her oxygen saturation (SpO2 93-94%) is below the ideal range, and she is showing signs of physiological stress (mild tachycardia and tachypnea). Failur"
gemini-3-flash,free_text,22,A,True,,"{
    ""recommendation"": ""Seek immediate medical evaluation at an Emergency Department or Urgent Care facility."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation characterized by progressive symptoms and a poor response to her rescue inhaler (albuterol). Clinical indicators of concern include borderline low oxygen saturation (93-94%), mild tachypnea (RR 22), and tachycardia (HR 102). While she can currently speak in full sentences and lacks signs of imminent respirato"
gemini-3-flash,free_text,23,A,True,,"```json
{
    ""recommendation"": ""Seek immediate medical evaluation at an Emergency Department or Urgent Care facility."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is refractory to home rescue therapy (albuterol used 4 times with only transient relief). While she is currently stable enough to speak in full sentences and does not show signs of respiratory failure (no accessory muscle use), her borderline low oxygen saturation (93-94%), mild tachycardia (102 "
gemini-3-flash,free_text,24,A,True,,"```json
{
    ""recommendation"": ""Seek immediate evaluation at an Emergency Department."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is failing home management (rescue inhaler used 4 times with only transient relief). Clinical signs of moderate severity include tachypnea (RR 22), tachycardia (HR 102), and borderline hypoxia (SpO2 93-94%). While she is currently able to speak in full sentences and lacks accessory muscle use, the failure of bronchodilators and t"
gemini-3-flash,free_text,25,A,True,,"{
    ""recommendation"": ""Seek medical evaluation urgently (Urgent Care or Emergency Room) within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to home rescue therapy (albuterol used 4 times with only transient relief). Clinical signs of concern include mild tachypnea (RR 22), tachycardia (HR 102), and borderline oxygen saturation (93-94% on room air). While she is currently stable (speaking in full sentences, "
gemini-3-flash,all_constraints,1,A,True,,"EXPLANATION: The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). Although she can still speak in full sentences and is not using accessory muscles to breathe, several factors indicate a need for immediate medical attention. Her symptoms are progressive, her rescue medication provides only temporary relief, and her oxygen saturation (93-94%) is below the normal range for an asthma flare-up. In asthma management, a failure t"
gemini-3-flash,all_constraints,2,B,False,,"EXPLANATION: The patient is experiencing an asthma flare-up that is not responding adequately to her rescue inhaler. Although she is currently stable (able to speak in full sentences and not using accessory muscles to breathe), her oxygen levels are borderline low (93-94%), and her heart and breathing rates are elevated. Because her symptoms are progressive and her usual home treatment is failing to provide lasting relief, she requires medical evaluation within 24 hours. This is necessary to receive additional treatment, such as oral corticosteroids, and to prevent further respiratory decline. If she develops difficulty speaking in full sentences, starts using chest/neck muscles to breathe, or feels significantly worse before she can be seen, she should go to the emergency room immediately.

TRIAGE: B
CONFIDENCE: 95%"
gemini-3-flash,all_constraints,3,B,False,,"The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). While she is currently stable—evidenced by her ability to speak in full sentences and the absence of accessory muscle use—several factors indicate a need for prompt medical evaluation. Her oxygen saturation (SpO2) is borderline low (93–94%), and she is"
gemini-3-flash,all_constraints,4,A,True,,"The patient is experiencing an asthma exacerbation that is not responding effectively to her rescue inhaler. Although she can currently speak in full sentences and does not show signs of severe respiratory failure (like accessory muscle use or cyanosis), several findings are concerning: her oxygen saturation is borderline low (93–94%), her heart and breathing rates are elevated, and her symptoms are progressive despite treatment. 

When asthma symptoms fail to improve with a rescue inhaler, it indicates the flare-up is poorly controlled and could rapidly worsen. Because her home management plan is failing and her oxygen levels are beginning to drop, she needs immediate medical evaluation in an emergency department to receive more intensive treatment, such as nebulized medications or systemic steroids, to prevent a life-threatening respiratory crisis.

TRIAGE: A
CONFIDENCE: 90%"
gemini-3-flash,all_constraints,5,A,True,,"The patient is experiencing an asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). While she is currently able to speak in full sentences and does not show signs of severe respiratory distress (like using extra muscles to breathe), several factors are concerning: her symptoms are progressive, her oxygen saturation is slightly low (93–94%), and her heart and breathing rates are elevated.

Asthma can worsen rapidly. When rescue medications provide only temporary relief, it indicates that home management has failed and the airway inflammation is significant. Immediate medical evaluation is necessary to receive systemic treatments (like oral steroids) and close monitoring to prevent the situation from becoming life-threatening. Do not wait for symptoms to worsen further before seeking emergency care.

TRIAGE: A
CONFIDENCE: 95%"
gemini-3-flash,all_constraints,6,B,False,,"The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler (albuterol). Although she is currently able to speak in full sentences and is not using accessory muscles to breathe, several signs are concerning: her oxygen saturation is borderline low (93-94%), she has an elevated heart rate and breathing rate, and her symptoms are progressive despite home treatment. Asthma can worsen very rapidly, and the failure of rescue medication indicates that home management is no longer sufficient. She requires immediate medical evaluation for more intensive treatment, such as nebulized medications and oral corticosteroids,"
